,FirstName,LastName,CurrentEmploymentType,CurrentEmploymentTitle,Timestamp,id,lat,long,day,hour,minute,Weekend
416940,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 07:57:00,14.0,36.078009,24.86368179,13.0,7.0,57.0,False
416941,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 07:58:00,14.0,36.076013,24.86573317,13.0,7.0,58.0,False
416942,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 07:59:00,14.0,36.07333883,24.86602933,13.0,7.0,59.0,False
416943,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 08:00:00,14.0,36.072240335000004,24.868084525,13.0,8.0,0.0,False
416944,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 08:01:00,14.0,36.06973128,24.86859625,13.0,8.0,1.0,False
416945,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 08:02:00,14.0,36.06962043,24.87148479,13.0,8.0,2.0,False
416946,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 08:03:00,14.0,36.06928226,24.87439914,13.0,8.0,3.0,False
416947,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 08:04:00,14.0,36.067919595,24.876303739999997,13.0,8.0,4.0,False
416948,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 08:05:00,14.0,36.06494972,24.876423865,13.0,8.0,5.0,False
416949,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 08:06:00,14.0,36.06212462,24.8763953,13.0,8.0,6.0,False
416950,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 08:07:00,14.0,36.05926229,24.87619768,13.0,8.0,7.0,False
416951,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 08:08:00,14.0,36.055986759999996,24.87618537,13.0,8.0,8.0,False
416952,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 08:09:00,14.0,36.053027369999995,24.8764283,13.0,8.0,9.0,False
416953,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 08:10:00,14.0,36.05193569,24.87843749,13.0,8.0,10.0,False
416954,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 08:11:00,14.0,36.05002693,24.87957792,13.0,8.0,11.0,False
416955,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 08:12:00,14.0,36.04824975,24.87956921,13.0,8.0,12.0,False
417208,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 12:25:00,14.0,36.04922101,24.88098666,13.0,12.0,25.0,False
417209,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 12:26:00,14.0,36.050331685,24.888402325,13.0,12.0,26.0,False
417210,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 12:27:00,14.0,36.050887855,24.897224125,13.0,12.0,27.0,False
417211,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 12:28:00,14.0,36.053896415,24.899437634999998,13.0,12.0,28.0,False
417286,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 13:43:00,14.0,36.05227234,24.8982957,13.0,13.0,43.0,False
417287,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 13:44:00,14.0,36.050348459999995,24.890538385,13.0,13.0,44.0,False
417288,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 13:45:00,14.0,36.0501243,24.88249205,13.0,13.0,45.0,False
417289,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 13:46:00,14.0,36.048775275,24.879572155,13.0,13.0,46.0,False
417531,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 17:48:00,14.0,36.050342025000006,24.879576319999998,13.0,17.0,48.0,False
417532,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 17:49:00,14.0,36.05276178,24.88274005,13.0,17.0,49.0,False
417533,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 17:50:00,14.0,36.054087325,24.886792489999998,13.0,17.0,50.0,False
417534,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 17:51:00,14.0,36.05848455,24.88768789,13.0,17.0,51.0,False
417535,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 17:52:00,14.0,36.05904655,24.89229846,13.0,17.0,52.0,False
417536,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 17:53:00,14.0,36.06231603,24.89524049,13.0,17.0,53.0,False
417603,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 19:00:00,14.0,36.0625363,24.89832549,13.0,19.0,0.0,False
417604,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 19:01:00,14.0,36.05975388,24.89989882,13.0,19.0,1.0,False
417605,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 19:02:00,14.0,36.05668329,24.90133626,13.0,19.0,2.0,False
417606,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 19:03:00,14.0,36.05459505,24.90003525,13.0,19.0,3.0,False
417608,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 19:05:00,14.0,36.05448927,24.89997559,13.0,19.0,5.0,False
417727,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 21:04:00,14.0,36.05677915,24.90139401,13.0,21.0,4.0,False
417728,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 21:05:00,14.0,36.05915096,24.90003989,13.0,21.0,5.0,False
417729,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 21:06:00,14.0,36.06249016,24.89839473,13.0,21.0,6.0,False
417730,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 21:07:00,14.0,36.06335868,24.8962599,13.0,21.0,7.0,False
417732,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-13 21:09:00,14.0,36.06339394,24.89611562,13.0,21.0,9.0,False
418366,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 07:43:00,14.0,36.062738505,24.895167925000003,14.0,7.0,43.0,False
418367,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 07:44:00,14.0,36.06326206,24.89230543,14.0,7.0,44.0,False
418368,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 07:45:00,14.0,36.063169595000005,24.88940861,14.0,7.0,45.0,False
418369,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 07:46:00,14.0,36.06362442,24.88731589,14.0,7.0,46.0,False
418380,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 07:57:00,14.0,36.06236048,24.88576515,14.0,7.0,57.0,False
418381,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 07:58:00,14.0,36.06082419,24.88396794,14.0,7.0,58.0,False
418382,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 07:59:00,14.0,36.05934153,24.88249206,14.0,7.0,59.0,False
418383,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 08:00:00,14.0,36.056365549999995,24.882491395000002,14.0,8.0,0.0,False
418384,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 08:01:00,14.0,36.053298265,24.88247641,14.0,8.0,1.0,False
418385,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 08:02:00,14.0,36.05194187,24.880591025,14.0,8.0,2.0,False
418386,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 08:03:00,14.0,36.04975882,24.879572905,14.0,8.0,3.0,False
418387,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 08:04:00,14.0,36.048149120000005,24.87957007,14.0,8.0,4.0,False
418628,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 12:05:00,14.0,36.049210349999996,24.88077157,14.0,12.0,5.0,False
418629,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 12:06:00,14.0,36.05032634,24.88852752,14.0,12.0,6.0,False
418630,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 12:07:00,14.0,36.05057869,24.89646954,14.0,12.0,7.0,False
418631,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 12:08:00,14.0,36.05474746,24.901651610000002,14.0,12.0,8.0,False
418733,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 13:50:00,14.0,36.0541566,24.90129871,14.0,13.0,50.0,False
418734,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 13:51:00,14.0,36.05038543,24.89469305,14.0,13.0,51.0,False
418735,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 13:52:00,14.0,36.050144974999995,24.885033354999997,14.0,13.0,52.0,False
418736,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 13:53:00,14.0,36.04915785,24.87996413,14.0,13.0,53.0,False
418964,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 17:41:00,14.0,36.05047334,24.87957817,14.0,17.0,41.0,False
418965,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 17:42:00,14.0,36.05276094,24.88303799,14.0,17.0,42.0,False
418966,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 17:43:00,14.0,36.05413071,24.88679254,14.0,17.0,43.0,False
418967,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 17:44:00,14.0,36.05847402,24.88792326,14.0,17.0,44.0,False
418968,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 17:45:00,14.0,36.05912778,24.89260037,14.0,17.0,45.0,False
418969,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 17:46:00,14.0,36.06235778,24.89530333,14.0,17.0,46.0,False
419057,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 19:14:00,14.0,36.06228367,24.89848789,14.0,19.0,14.0,False
419058,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 19:15:00,14.0,36.059924405000004,24.89986948,14.0,19.0,15.0,False
419059,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 19:16:00,14.0,36.0575733,24.90155112,14.0,19.0,16.0,False
419060,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 19:17:00,14.0,36.05452032,24.89994529,14.0,19.0,17.0,False
419133,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 20:30:00,14.0,36.0570482,24.9016098,14.0,20.0,30.0,False
419134,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 20:31:00,14.0,36.059459915,24.899914685,14.0,20.0,31.0,False
419135,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 20:32:00,14.0,36.061888839999995,24.898489255,14.0,20.0,32.0,False
419136,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 20:33:00,14.0,36.063333995,24.89624925,14.0,20.0,33.0,False
419139,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-14 20:36:00,14.0,36.06337798,24.8961006,14.0,20.0,36.0,False
419804,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 07:41:00,14.0,36.06241423,24.89536096,15.0,7.0,41.0,False
419805,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 07:42:00,14.0,36.059671315,24.893331895,15.0,7.0,42.0,False
419806,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 07:43:00,14.0,36.05856021,24.89147222,15.0,7.0,43.0,False
419807,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 07:44:00,14.0,36.058535750000004,24.888526775,15.0,7.0,44.0,False
419808,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 07:45:00,14.0,36.056259455,24.887490725,15.0,7.0,45.0,False
419809,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 07:46:00,14.0,36.05418243,24.886794445,15.0,7.0,46.0,False
419810,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 07:47:00,14.0,36.0527515,24.88507614,15.0,7.0,47.0,False
419811,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 07:48:00,14.0,36.052782955,24.881996315000002,15.0,7.0,48.0,False
419812,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 07:49:00,14.0,36.05192684,24.879783175,15.0,7.0,49.0,False
419813,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 07:50:00,14.0,36.049277939999996,24.879572105,15.0,7.0,50.0,False
420066,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 12:03:00,14.0,36.05065064,24.87956689,15.0,12.0,3.0,False
420067,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 12:04:00,14.0,36.05263416,24.87650851,15.0,12.0,4.0,False
420068,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 12:05:00,14.0,36.0557446,24.87390859,15.0,12.0,5.0,False
420069,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 12:06:00,14.0,36.056654615,24.869961955,15.0,12.0,6.0,False
420070,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 12:07:00,14.0,36.056677865,24.86456764,15.0,12.0,7.0,False
420071,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 12:08:00,14.0,36.05690375,24.85956176,15.0,12.0,8.0,False
420072,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 12:09:00,14.0,36.05925948,24.8565475,15.0,12.0,9.0,False
420073,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 12:10:00,14.0,36.06422123,24.8551097,15.0,12.0,10.0,False
420074,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 12:11:00,14.0,36.06577014,24.85324823,15.0,12.0,11.0,False
420165,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 13:42:00,14.0,36.06565692,24.85491377,15.0,13.0,42.0,False
420166,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 13:43:00,14.0,36.06206584,24.856439095,15.0,13.0,43.0,False
420167,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 13:44:00,14.0,36.05855576,24.85835847,15.0,13.0,44.0,False
420168,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 13:45:00,14.0,36.05666907,24.861995565,15.0,13.0,45.0,False
420169,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 13:46:00,14.0,36.05665904,24.86748992,15.0,13.0,46.0,False
420170,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 13:47:00,14.0,36.055899475000004,24.87146013,15.0,13.0,47.0,False
420171,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 13:48:00,14.0,36.05504802,24.87618942,15.0,13.0,48.0,False
420172,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 13:49:00,14.0,36.051926635,24.878726975,15.0,13.0,49.0,False
420173,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 13:50:00,14.0,36.04890696,24.87957287,15.0,13.0,50.0,False
420411,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 17:48:00,14.0,36.05037913,24.87957508,15.0,17.0,48.0,False
420412,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 17:49:00,14.0,36.05276098,24.88256721,15.0,17.0,49.0,False
420413,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 17:50:00,14.0,36.054355555,24.886790615000002,15.0,17.0,50.0,False
420414,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 17:51:00,14.0,36.05849311,24.88791736,15.0,17.0,51.0,False
420415,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 17:52:00,14.0,36.0590187,24.89219985,15.0,17.0,52.0,False
420416,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 17:53:00,14.0,36.06190421,24.89482004,15.0,17.0,53.0,False
420472,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 18:49:00,14.0,36.06252852,24.89844147,15.0,18.0,49.0,False
420473,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 18:50:00,14.0,36.05945724,24.89989348,15.0,18.0,50.0,False
420474,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 18:51:00,14.0,36.056712364999996,24.90134165,15.0,18.0,51.0,False
420475,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 18:52:00,14.0,36.05500971,24.9017416,15.0,18.0,52.0,False
420580,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 20:37:00,14.0,36.05635445,24.90139352,15.0,20.0,37.0,False
420581,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 20:38:00,14.0,36.059223735,24.89998491,15.0,20.0,38.0,False
420582,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 20:39:00,14.0,36.0624752,24.898530865,15.0,20.0,39.0,False
420583,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-15 20:40:00,14.0,36.06328197,24.89638896,15.0,20.0,40.0,False
421216,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 07:13:00,14.0,36.06281187,24.89507402,16.0,7.0,13.0,False
421217,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 07:14:00,14.0,36.063246395,24.89214043,16.0,7.0,14.0,False
421218,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 07:15:00,14.0,36.06316632,24.88928526,16.0,7.0,15.0,False
421219,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 07:16:00,14.0,36.06364414,24.88697015,16.0,7.0,16.0,False
421258,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 07:55:00,14.0,36.0623539,24.88573782,16.0,7.0,55.0,False
421259,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 07:56:00,14.0,36.060856735,24.883974369999997,16.0,7.0,56.0,False
421260,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 07:57:00,14.0,36.05919594,24.882481544999997,16.0,7.0,57.0,False
421261,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 07:58:00,14.0,36.05614013,24.88248654,16.0,7.0,58.0,False
421262,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 07:59:00,14.0,36.05339647,24.88248099,16.0,7.0,59.0,False
421263,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 08:00:00,14.0,36.05194082,24.88049377,16.0,8.0,0.0,False
421264,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 08:01:00,14.0,36.049901489999996,24.87957412,16.0,8.0,1.0,False
421265,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 08:02:00,14.0,36.04812638,24.87957143,16.0,8.0,2.0,False
421520,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 12:17:00,14.0,36.05073857,24.87956602,16.0,12.0,17.0,False
421521,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 12:18:00,14.0,36.05260975,24.87649393,16.0,12.0,18.0,False
421522,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 12:19:00,14.0,36.05574247,24.87420001,16.0,12.0,19.0,False
421523,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 12:20:00,14.0,36.05665,24.86969122,16.0,12.0,20.0,False
421524,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 12:21:00,14.0,36.056670100000005,24.864059035,16.0,12.0,21.0,False
421525,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 12:22:00,14.0,36.056988489999995,24.859547329999998,16.0,12.0,22.0,False
421526,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 12:23:00,14.0,36.05926728,24.8580261,16.0,12.0,23.0,False
421614,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 13:51:00,14.0,36.05831971,24.85946586,16.0,13.0,51.0,False
421615,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 13:52:00,14.0,36.0566873,24.86350996,16.0,13.0,52.0,False
421616,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 13:53:00,14.0,36.05665966,24.86803914,16.0,13.0,53.0,False
421617,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 13:54:00,14.0,36.055769975000004,24.87212648,16.0,13.0,54.0,False
421618,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 13:55:00,14.0,36.05402225,24.876206695,16.0,13.0,55.0,False
421619,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 13:56:00,14.0,36.05187911,24.87956705,16.0,13.0,56.0,False
421620,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 13:57:00,14.0,36.04855323,24.87957415,16.0,13.0,57.0,False
421841,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 17:38:00,14.0,36.050700629999994,24.87958036,16.0,17.0,38.0,False
421842,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 17:39:00,14.0,36.05276442,24.88280572,16.0,17.0,39.0,False
421843,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 17:40:00,14.0,36.05428316,24.886800965,16.0,17.0,40.0,False
421844,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 17:41:00,14.0,36.058472455,24.887591845,16.0,17.0,41.0,False
421845,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 17:42:00,14.0,36.05886071,24.8922009,16.0,17.0,42.0,False
421846,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 17:43:00,14.0,36.0621783,24.895166595,16.0,17.0,43.0,False
421924,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 19:01:00,14.0,36.06275377,24.89804351,16.0,19.0,1.0,False
421925,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 19:02:00,14.0,36.05966755,24.89986059,16.0,19.0,2.0,False
421926,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 19:03:00,14.0,36.05691956,24.90140199,16.0,19.0,3.0,False
421927,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 19:04:00,14.0,36.05504967500001,24.901537025,16.0,19.0,4.0,False
421969,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 19:46:00,14.0,36.05662636,24.90151469,16.0,19.0,46.0,False
421970,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 19:47:00,14.0,36.0594167,24.89993727,16.0,19.0,47.0,False
421971,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 19:48:00,14.0,36.06239904,24.89848556,16.0,19.0,48.0,False
421972,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-16 19:49:00,14.0,36.06335537,24.89622752,16.0,19.0,49.0,False
422671,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 07:28:00,14.0,36.062816479999995,24.89510275,17.0,7.0,28.0,False
422672,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 07:29:00,14.0,36.063269885,24.892348245,17.0,7.0,29.0,False
422673,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 07:30:00,14.0,36.06316564,24.88941922,17.0,7.0,30.0,False
422674,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 07:31:00,14.0,36.06364645,24.88672832,17.0,7.0,31.0,False
422703,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 08:00:00,14.0,36.06235882,24.885727590000002,17.0,8.0,0.0,False
422704,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 08:01:00,14.0,36.0607628,24.88394635,17.0,8.0,1.0,False
422705,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 08:02:00,14.0,36.0591144,24.88247284,17.0,8.0,2.0,False
422706,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 08:03:00,14.0,36.056231749999995,24.882485445,17.0,8.0,3.0,False
422707,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 08:04:00,14.0,36.05317443,24.88247242,17.0,8.0,4.0,False
422708,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 08:05:00,14.0,36.0519422,24.880644645,17.0,8.0,5.0,False
422709,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 08:06:00,14.0,36.049897685000005,24.87957512,17.0,8.0,6.0,False
422710,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 08:07:00,14.0,36.048158415,24.87957253,17.0,8.0,7.0,False
422939,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 11:56:00,14.0,36.050436245,24.879568175000003,17.0,11.0,56.0,False
422940,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 11:57:00,14.0,36.05288681,24.87645301,17.0,11.0,57.0,False
422941,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 11:58:00,14.0,36.055742635,24.873951025,17.0,11.0,58.0,False
422942,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 11:59:00,14.0,36.05664683,24.8696518,17.0,11.0,59.0,False
422943,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 12:00:00,14.0,36.056672164999995,24.864200824999998,17.0,12.0,0.0,False
422944,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 12:01:00,14.0,36.05696756,24.85953833,17.0,12.0,1.0,False
422945,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 12:02:00,14.0,36.05984511,24.85652961,17.0,12.0,2.0,False
422946,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 12:03:00,14.0,36.06341277,24.855097125,17.0,12.0,3.0,False
422947,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 12:04:00,14.0,36.06576421,24.85324802,17.0,12.0,4.0,False
423062,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 13:59:00,14.0,36.06564159,24.854855015,17.0,13.0,59.0,False
423063,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 14:00:00,14.0,36.0622154,24.85642595,17.0,14.0,0.0,False
423064,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 14:01:00,14.0,36.05853058,24.85878497,17.0,14.0,1.0,False
423065,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 14:02:00,14.0,36.05666612,24.86232298,17.0,14.0,2.0,False
423066,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 14:03:00,14.0,36.05666709,24.86761296,17.0,14.0,3.0,False
423067,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 14:04:00,14.0,36.05577417,24.87177215,17.0,14.0,4.0,False
423068,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 14:05:00,14.0,36.05468006,24.87618246,17.0,14.0,5.0,False
423069,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 14:06:00,14.0,36.051928739999994,24.878895125,17.0,14.0,6.0,False
423070,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 14:07:00,14.0,36.04893926,24.87957472,17.0,14.0,7.0,False
423283,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 17:40:00,14.0,36.05056962,24.87957646,17.0,17.0,40.0,False
423284,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 17:41:00,14.0,36.05276026,24.88318462,17.0,17.0,41.0,False
423285,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 17:42:00,14.0,36.054049344999996,24.88678426,17.0,17.0,42.0,False
423286,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 17:43:00,14.0,36.058427605,24.887554075,17.0,17.0,43.0,False
423287,Lidelse,Dedos,Engineering,Engineering Group Manager,2014-01-17 17:44:00,14.0,36.05884149,24.89218294,17.0,17.0,44.0,False
